"","id","weights","Region","State","Gender","SES","Age","Income","Expenses","Edu","Interest","KnowCat","PartyID","SupportPT","Ideology","VoteInt","PresPref","PresPref.rmdk","Strategic","PresPred_1","PresPred_2","PresPred_3","PredConf","IDParty","PartyID1","PartyID1_Other","IDParty2","PartyID2","PartyID2_Other","VoteInt1","VoteInt1_Other","VoteInt2","VoteInt2_Other","PresPref_Other","KB1c","KB2c","KB3c","KB4c","KB5c","KB6c","KB7c","KB8c","KB9c","KBpca"
"863",1516,0.91,"Nordeste","Ceará","Male","B1",53,"R$3.400 – R$9.999","Sometimes","Pós-graduação incompleto","Very","Low","Partido Democrático Trabalhista (PDT)","Oppose Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Incorrect","Correct","Correct",0.121418940842445
"864",1975,0.91,"Nordeste","Pernambuco","Male","B1",46,"R$3.400 – R$9.999","Sometimes","Ensino universitário completo","Very","Low","Partido dos Trabalhadores (PT)","Support Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Correct","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.465017986610908
"865",1419,0.91,"Sudeste","Rio de Janeiro","Female","D-E",22,"R$3.400 – R$9.999","Often","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Highest","Partido Democrático Trabalhista (PDT)","Support Totally","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Marina Silva (REDE)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Correct",-1.35325479234159
"866",1853,0.91,"Sudeste","Minas Gerais","Female","D-E",24,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","Very","Highest","Partido Democrático Trabalhista (PDT)","Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Correct","Correct","Correct","Don't Know","Correct","Correct",-0.858649345739666
"867",3899,0.91,"Sudeste","Rio de Janeiro","Female","D-E",19,"R$300 - R$599","Always","Colegial incompleto (até 2ª série do ensino médio)","A little","Lowest",NA,"Don't Know","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Henrique Meirelles (MDB)","A little","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Incorrect","Correct",0.590470821917163
"868",4019,0.91,"Sudeste","Minas Gerais","Female","D-E",19,"R$1.200 – R$1.799","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Lowest",NA,"Support Partially","Left","Ciro Gomes (PDT)","João Amoêdo (NOVO)","João Amoêdo (NOVO)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"869",826,0.85,"Sudeste","Minas Gerais","Female","C2",29,"R$900 – R$1.199","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","Not at all","Lowest",NA,"Oppose Totally","Don't Know","Ciro Gomes (PDT)","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"870",1259,0.85,"Sudeste","Rio de Janeiro","Female","C2",30,"R$300 - R$599","Sometimes","Colegial completo (3ª série do ensino médio)","Somewhat","Low","Partido dos Trabalhadores (PT)","Support Partially","Right","Ciro Gomes (PDT)","Don't Know",NA,NA,"Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Not at all","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"871",2076,0.85,"Sudeste","São Paulo","Female","C2",26,"R$300 - R$599","Often","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Highest","Partido dos Trabalhadores (PT)","Support Partially","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Incorrect","Correct","Correct","Incorrect","Correct","Don't Know",-0.905105963965991
"872",1490,0.84,"Nordeste","Piauí","Male","C1",28,"R$1.800 – R$3.399","Always","Pós-graduação incompleto","Very","Low",NA,"Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Correct","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"873",2557,0.84,"Nordeste","Bahia","Male","C1",29,"R$1.200 – R$1.799","Sometimes","Colegial completo (3ª série do ensino médio)","Very","Low","Partido Democrático Trabalhista (PDT)","Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"874",3341,0.84,"Nordeste","Bahia","Male","C1",32,"R$900 – R$1.199","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","Somewhat","Low","Partido Democrático Trabalhista (PDT)","Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"875",1145,0.84,"Sudeste","São Paulo","Male","B2",61,"R$3.400 – R$9.999","Rarely","Ensino universitário completo","Somewhat","Highest",NA,"Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Incorrect","Correct","Correct",-0.544153802024772
"876",3327,0.75,"Nordeste","Ceará","Female","C1",31,"R$900 – R$1.199","Rarely","Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Don't Know","Don't Know","Ciro Gomes (PDT)","Don't Know",NA,NA,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Marina Silva (REDE)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"877",5124,0.74,"Sudeste","Rio de Janeiro","Female","B2",55,"R$10.000 – R$27.999","Always","Pós-graduação completo ou mais","Somewhat","Low","Partido dos Trabalhadores (PT)","Support Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Somewhat","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.0381284868173019
"878",2247,0.71,"Sul","Rio Grande do Sul","Female","C1",43,"R$1.800 – R$3.399","Sometimes","Ensino universitário completo","Very","Highest","Partido dos Trabalhadores (PT)","Support Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Correct",-1.35325479234159
"879",4045,0.7,"Sul","Paraná","Female","D-E",23,"R$1.200 – R$1.799","Often","Colegial incompleto (até 2ª série do ensino médio)","Somewhat","Lowest","Partido Democrático Trabalhista (PDT)","Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"880",1235,0.67,"Sudeste","São Paulo","Male","B1",54,"R$3.400 – R$9.999","Never","Colegial completo (3ª série do ensino médio)","Very","Highest","Partido Democrático Trabalhista (PDT)","Oppose Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Correct","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Correct",-1.35325479234159
"881",1768,0.66,"Centro Oeste","Goiás","Male","C1",27,"R$1.800 – R$3.399","Sometimes","Colegial completo (3ª série do ensino médio)","Somewhat","Highest","Partido Democrático Trabalhista (PDT)","Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",-0.480838736114607
"882",4999,0.66,"Centro Oeste","Distrito Federal","Male","C1",25,"R$900 – R$1.199","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Low",NA,"Oppose Totally","Right","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.121418940842445
"883",810,0.63,"Nordeste","Ceará","Male","C2",24,"Menos de R$300","Always","Colegial incompleto (até 2ª série do ensino médio)","A little","Low",NA,"Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Incorrect",0.0467353794135136
"884",2365,0.62,"Sudeste","Rio de Janeiro","Male","C1",27,"R$3.400 – R$9.999","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","High",NA,"Oppose Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Incorrect","Correct","Incorrect","Correct","Correct",-0.419107409960276
"885",3436,0.62,"Sudeste","Minas Gerais","Male","C1",26,"R$3.400 – R$9.999","Always","Colegial completo (3ª série do ensino médio)","A little","Highest",NA,"Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Correct","Don't Know","Correct","Don't Know","Correct","Don't Know",-0.801318900483492
"886",3812,0.62,"Sudeste","Rio de Janeiro","Male","C1",29,"R$1.800 – R$3.399","Always","Ensino universitário completo","Somewhat","Low","Movimento Democrático Brasileiro (MDB)","Oppose Totally","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Marina Silva (REDE)","Geraldo Alckmin (PSDB)","A little","Sim","Movimento Democrático Brasileiro (MDB)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"887",4949,0.62,"Sudeste","Rio de Janeiro","Male","C1",32,"R$3.400 – R$9.999","Rarely","Colegial completo (3ª série do ensino médio)","Very","Low","Partido Democrático Trabalhista (PDT)","Support Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Incorrect","Incorrect","Correct","Correct",0.0970571645124638
"888",2055,0.6,"Sudeste","Minas Gerais","Female","B1",48,"R$3.400 – R$9.999","Always","Pós-graduação completo ou mais","Very","Highest","Partido Democrático Trabalhista (PDT)","Oppose Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Correct","Correct","Correct","Correct","Correct","Correct",-0.94193979976481
"889",1209,0.57,"Sul","Paraná","Female","B2",55,"R$1.800 – R$3.399","Always","Ensino universitário completo","Very","High","Partido Socialismo e Liberdade (PSOL)","Support Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Ciro Gomes (PDT)","Marina Silva (REDE)","Somewhat","Sim",NA,"Partido Socialismo e Liberdade (PSOL)",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Incorrect","Correct","Don't Know",-0.386138741034083
"890",1838,0.56,"Nordeste","Paraíba","Female","C2",18,"R$900 – R$1.199","Sometimes","Colegial incompleto (até 2ª série do ensino médio)","Somewhat","High","Democratas (DEM)","Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Sim","Democratas (DEM)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Incorrect","Correct","Don't Know",-0.36457961316327
"891",1998,0.56,"Nordeste","Alagoas","Female","C2",23,"R$1.800 – R$3.399","Often","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","High","Partido Democrático Trabalhista (PDT)","Support Partially","Left","Ciro Gomes (PDT)","João Amoêdo (NOVO)","João Amoêdo (NOVO)",1,"Ciro Gomes (PDT)","João Amoêdo (NOVO)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Correct","Correct","Correct","Correct",-0.00779241738349251
"892",2731,0.56,"Nordeste","Rio Grande do Norte","Female","C2",20,NA,"Sometimes","Ginásio completo (8ª série do ensino fundamental)","A little","Lowest","Partido Democrático Trabalhista (PDT)","Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"893",1359,0.55,"Sudeste","Rio de Janeiro","Female","C1",32,"R$1.800 – R$3.399","Always","Ensino universitário completo","A little","High",NA,"Support Partially","Center","Ciro Gomes (PDT)",NA,NA,NA,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"nenhum","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Correct","Incorrect","Incorrect","Correct",-0.361370521462341
"894",1440,0.55,"Sudeste","São Paulo","Female","C1",34,"R$1.800 – R$3.399","Often","Colegial completo (3ª série do ensino médio)","Somewhat","Lowest","Partido dos Trabalhadores (PT)","Support Partially","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"895",1891,0.55,"Sudeste","São Paulo","Female","C1",30,"R$3.400 – R$9.999","Sometimes","Ensino universitário completo","Somewhat","Low",NA,"Oppose Partially","Center","Ciro Gomes (PDT)","João Amoêdo (NOVO)","João Amoêdo (NOVO)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não sei",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"896",3314,0.55,"Sudeste","Minas Gerais","Female","C1",33,"R$3.400 – R$9.999","Never","Colegial completo (3ª série do ensino médio)","Very","Lowest","Democratas (DEM)","Support Totally","Far-left","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Geraldo Alckmin (PSDB)",1,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Alvaro Dias (PODE)","Very","Sim","Democratas (DEM)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Incorrect","Correct",0.590470821917163
"897",1647,0.52,"Sudeste","São Paulo","Male","A",47,"R$10.000 – R$27.999","Rarely","Ensino universitário completo","Very","Low","Partido Democrático Trabalhista (PDT)","Oppose Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"898",594,0.48,"Sul","Paraná","Male","C1",34,"R$1.800 – R$3.399","Always","Colegial completo (3ª série do ensino médio)","Very","High","Partido Democrático Trabalhista (PDT)","Oppose Totally","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Incorrect","Don't Know","Correct","Correct","Correct","Incorrect",-0.469429195059226
"899",4183,0.48,"Sul","Paraná","Male","C1",34,"R$1.800 – R$3.399","Always","Colegial completo (3ª série do ensino médio)","Very","Low","Partido Democrático Trabalhista (PDT)","Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Correct","Correct","Don't Know",0.0710971557434951
"900",4958,0.46,"Sudeste","Rio de Janeiro","Male","C2",22,"R$1.800 – R$3.399","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Highest","Partido Socialismo e Liberdade (PSOL)","Neutral","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Sim",NA,"Partido Socialismo e Liberdade (PSOL)",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct","Correct","Don't Know",-0.493790971389208
